,id,nickname,broker,start_sum,request,deals,income_rub,income_percent,class,mean_deal_sum,std_deal_sum,len_deals,stock_coef,curr_coef,fort_coef,freq_market,income_percent_stats,std_free_funds,coef_free_funds,coef_free_funds2,mean_free_funds,min_free_funds,max_free_funds,emb0,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16
0,311613,pas55,АО «Открытие Брокер»,264530.0,2081,934,58101.51,21.96,1,27614.95320931968,32237.075101039394,1073,0.0,0.0,100.0,3,21.37,39589.27526197026,0.14965892436385386,0.022397793641745732,258989.835,230995.99,286983.68,-1.5474159819693918,-1.2984120681720424,-1.1593133931804949,-1.0078427499057878,-0.8236517871890014,-0.6678224981456222,-0.3637440051812582,-0.10884408133426954,0.0943659466928539,0.2699663296893383,0.40806716357358097,0.6077160555583894,0.8401790608148137,1.182375268275576,1.5497832829831168,1.9887412357778327,2.4020988547285906
1,311209,ГеоргиевДИ,АО «Открытие Брокер»,103693.18,439,805,11351.71,10.95,2,63968.1195652174,77721.15608909931,805,0.0,0.0,100.0,3,10.95,14052.20578329965,0.1405220578329965,0.019746448737620017,105745.56,95809.15,115681.97,-1.413528660844881,-1.1984845253084586,-1.1171183170412586,-1.0101594117728812,-0.8915457557163884,-0.7808404749642972,-0.6139477448607693,-0.20483608265864622,0.052302851655217496,0.2816182804811592,0.3950653887255268,0.47794537909747953,0.7883655666683107,1.2945461900523025,1.5003980558522558,2.179351719298371,4.242337704808408
2,313350,Черненко,АО «ФИНАМ»,951481.94,636,938,-23613.53,-2.48,2,60768.37440298496,88388.46014980672,938,0.0,0.0,100.0,3,-0.19,388377.0741512079,0.6740859857689826,0.454391916210141,589837.0575,54610.29,951481.94,-1.210228127891431,-1.144491200353795,-1.1011776004682041,-0.9887568756402257,-0.9016515278104674,-0.8638446564701427,-0.6289966538198952,-0.08827295090543767,0.2863791565973224,0.330585306539295,0.4181073115064739,0.47856072861436216,0.5528446953537142,0.6877160929064912,1.528214277814457,2.253852287652646,2.3750692530729354
3,310145,IgorM_Ufa,АО «ФИНАМ»,660000.0,932,1072,-198473.31,-30.07,5,78013.09265536722,62371.92692125066,1062,0.0,0.0,100.0,3,-30.07,139906.28096366796,0.21197921358131508,0.044935186990552795,413244.55,314315.87,512173.23,-1.7999279032083406,-1.2765796000124345,-0.9956083643906819,-0.8752251771687841,-0.720527155133022,-0.544291063039697,-0.32987075256705084,-0.1422066392488084,-0.06547348406896,0.016733836362532468,0.19352896179306592,0.41549711413118706,0.8396470411176271,1.3627066727544244,1.696155570809733,2.036310706703899,2.297448499134375
4,310555,Dmitry,ООО «Компания БКС»,116025.0,46,44,-4187.62,-3.61,3,2265.668181818182,1439.406988807952,44,100.0,0.0,0.0,1,-2.34,52194.84266092964,0.4498585878985532,0.20237274910608033,79926.62,2072.42,116025.0,-1.7307445923634934,-1.7103611017150857,-1.4323178393275484,-1.247881661453797,-0.965401277763581,-0.7500219289353691,-0.6284015510098818,-0.46384097921913725,-0.11397124738656073,-0.05571907539159124,-0.011648068647481748,0.1378940821993806,0.1575306712735098,0.29383246682274633,0.41925843875963487,1.0649091505847805,0.6153682382327055
5,310627,CHUBAIS,ООО «Компания БКС»,478765.69,2367,1491,-5581.09,-1.17,2,12492.937994634467,33901.967550910005,1491,100.0,0.0,0.0,1,0.36,418656.17583763466,1.4812556639551744,2.1941183419992845,191243.51200000002,-532700.1,478765.69,-1.7888114859806452,-1.1766737988256002,-0.754172387675383,-0.5076125315850154,-0.36948932597192535,-0.29517316990544296,-0.273108947059712,-0.18840948636519467,-0.10692129645349385,-0.03554772860269751,0.08700290174024893,0.18347653575490594,0.4351778636494387,0.8530225113269609,1.0710032596112165,2.753978055434204,4.5593708978002185
6,310341,Goldman,АО «ФИНАМ»,1300000.0,506,1517,-55045.78,-4.23,5,159855.07551087672,229263.45310141117,1517,0.0,0.0,100.0,3,-4.23,26701.77270518243,0.020539825157832637,0.0004218844175143345,1284799.5374999999,1244954.22,1300000.0,-1.590495226724508,-1.3553690522399837,-1.186914760546574,-1.011450070854066,-0.826011579278386,-0.69316900203453,-0.45822826839588854,-0.2799346372785499,-0.11559708995718143,-0.03448867874929289,0.18588252680862022,0.5549059889451259,0.9736938016216916,1.406856145264181,1.8656426016475212,2.2512899455863042,2.3319948684923912
7,310518,Aleksei01,ООО «Компания БКС»,217869.0,3,29,-11069.2,-5.08,3,5490.316551724138,4442.592840371066,29,100.0,0.0,0.0,1,-6.0,62589.51490217525,0.2872804983828597,0.08253008475110425,245859.88199999998,217869.0,357823.41,-2.0746119869519926,-1.5137854407375981,-0.8024542598195699,-0.7477504974559316,-0.6926154566198723,-0.5865347036326596,-0.5578869360915442,-0.529112076158821,-0.5271581664387874,-0.5213970189118353,-0.5194556818959454,-0.5001497337805877,-0.5001413519778253,-0.48680326601276747,-0.48680326601276747,0.5740032991232146,-0.4675365774022091
8,310319,dendv,АО «ФИНАМ»,105764.34,1048,830,83977.28,79.4,1,48319.469245508975,56182.208036032105,835,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0345810946018754,-1.6418711062629976,-1.3431312999185054,-1.0394808672579408,-0.6813150514385075,-0.4568069786620542,-0.29031397969077466,-0.12392228863927138,0.07942276908535383,0.4304384301762277,0.6875265041378622,0.8768013317426236,1.0532208545734325,1.2559554224606635,1.411639044690308,1.703575256282281,2.2638076189232574
9,313800,Berkut326,ВТБ Капитал Инвестиции,100000.0,348,226,6853.13,6.85,1,5326.273275862068,4606.433226518082,58,2.1,0.0,97.9,3,10.26,32701.567558339357,0.32701567558339356,0.1069392520772633,77990.89666666667,43547.16,108614.79,-1.8762141518452893,-1.605109181102395,-1.4370138107504913,-1.1481655012191245,-0.9846850252267964,-0.8555225963638411,-0.7998934603902795,-0.3936258455054154,-0.2032892292214511,0.07289881687323535,0.24153921620925403,0.3083531985733832,0.45075393791348634,0.677913498383042,1.0873597934468024,1.4019563153529233,1.2397060213127666
